action,table,rows_accessed,status,timestamp,risk_label
UPDATE,logs,5918,failed,2026-03-24 06:20:39.185872,1
SELECT,orders,8171,success,2026-03-30 08:17:39.185872,0
DELETE,logs,2271,success,2026-03-29 05:45:39.185872,0
UPDATE,orders,4921,success,2026-03-24 02:02:39.185872,0
EXPORT,payments,190,failed,2026-03-26 15:17:39.185872,0
UPDATE,payments,3028,failed,2026-03-26 07:13:39.185872,0
EXPORT,logs,3324,failed,2026-03-24 14:16:39.185872,1
UPDATE,users,4599,failed,2026-03-27 07:33:39.185872,0
EXPORT,logs,8936,failed,2026-03-27 20:50:39.185872,1
INSERT,logs,3295,failed,2026-03-24 18:30:39.185872,0
EXPORT,logs,2719,failed,2026-03-27 08:18:39.185872,1
EXPORT,users,4396,failed,2026-03-26 22:21:39.185872,1
INSERT,users,1818,success,2026-03-30 12:07:39.185872,0
DELETE,users,2361,success,2026-03-24 17:00:39.185872,1
EXPORT,payments,5520,success,2026-03-24 20:01:39.185872,1
EXPORT,payments,1883,failed,2026-03-28 20:24:39.185872,1
DELETE,payments,4718,success,2026-03-24 00:40:39.186875,0
SELECT,payments,8307,success,2026-03-30 13:23:39.186875,0
EXPORT,users,1044,success,2026-03-30 15:34:39.186875,1
DELETE,orders,2470,success,2026-03-25 11:26:39.186875,0
SELECT,orders,2523,success,2026-03-28 02:24:39.186875,0
SELECT,orders,4419,failed,2026-03-28 10:24:39.186875,0
INSERT,payments,4073,failed,2026-03-24 23:16:39.186875,0
UPDATE,logs,2518,success,2026-03-28 04:02:39.186875,0
DELETE,orders,3361,failed,2026-03-28 22:40:39.186875,0
EXPORT,payments,7034,success,2026-03-25 20:42:39.186875,1
DELETE,orders,7258,success,2026-03-26 23:58:39.186875,0
DELETE,logs,6554,failed,2026-03-24 23:12:39.186875,1
EXPORT,logs,9078,success,2026-03-27 02:58:39.186875,1
SELECT,logs,2699,failed,2026-03-29 09:14:39.186875,0
INSERT,payments,5591,failed,2026-03-28 18:27:39.186875,1
UPDATE,payments,2266,failed,2026-03-26 19:09:39.186875,0
UPDATE,payments,7910,failed,2026-03-30 12:31:39.186875,1
DELETE,payments,1398,success,2026-03-25 21:55:39.187385,0
SELECT,payments,2067,success,2026-03-26 14:38:39.187385,0
UPDATE,payments,4902,success,2026-03-26 20:06:39.187385,0
EXPORT,payments,5785,success,2026-03-28 21:45:39.187385,1
UPDATE,logs,537,success,2026-03-25 17:09:39.187385,0
EXPORT,users,3016,failed,2026-03-25 16:46:39.187385,1
SELECT,users,4066,success,2026-03-25 02:20:39.187385,0
SELECT,orders,6958,failed,2026-03-27 21:45:39.187385,1
DELETE,logs,1861,success,2026-03-30 18:35:39.187385,0
DELETE,payments,1285,failed,2026-03-27 02:59:39.187385,0
EXPORT,users,6158,failed,2026-03-24 05:57:39.187385,1
SELECT,payments,7185,success,2026-03-25 15:22:39.187385,0
DELETE,logs,3835,failed,2026-03-27 15:08:39.187385,0
SELECT,payments,9855,failed,2026-03-28 08:22:39.187385,1
SELECT,orders,5389,failed,2026-03-27 09:52:39.187385,1
UPDATE,logs,2042,success,2026-03-25 21:51:39.187385,0
SELECT,orders,1131,failed,2026-03-28 07:22:39.187893,0
SELECT,users,8006,failed,2026-03-28 21:09:39.187893,1
DELETE,orders,4980,failed,2026-03-30 13:49:39.187893,0
EXPORT,users,5203,failed,2026-03-29 16:39:39.187893,1
INSERT,users,700,failed,2026-03-26 20:47:39.187893,0
EXPORT,orders,1435,failed,2026-03-29 07:42:39.187893,1
INSERT,payments,7117,success,2026-03-28 13:32:39.187893,0
INSERT,users,894,success,2026-03-30 09:08:39.187893,0
INSERT,logs,7785,failed,2026-03-26 05:50:39.188518,1
DELETE,orders,3718,failed,2026-03-27 05:46:39.188518,0
SELECT,orders,5251,success,2026-03-24 13:32:39.188518,0
DELETE,logs,9393,failed,2026-03-29 22:04:39.188518,1
DELETE,payments,2407,failed,2026-03-25 13:51:39.188518,0
UPDATE,orders,1765,success,2026-03-30 02:19:39.188518,0
EXPORT,users,7769,failed,2026-03-27 23:56:39.188518,1
SELECT,logs,7805,success,2026-03-26 19:15:39.188518,0
DELETE,logs,7599,failed,2026-03-27 19:35:39.188518,1
INSERT,orders,6139,success,2026-03-27 03:24:39.188518,0
SELECT,logs,8474,success,2026-03-23 20:29:39.188518,0
UPDATE,payments,891,failed,2026-03-25 17:25:39.188518,0
SELECT,users,7301,failed,2026-03-29 03:08:39.188518,1
UPDATE,logs,1902,failed,2026-03-29 02:52:39.188518,0
DELETE,orders,6,failed,2026-03-30 15:47:39.189538,0
EXPORT,orders,9264,failed,2026-03-27 15:43:39.189538,1
SELECT,logs,4446,success,2026-03-25 12:53:39.189538,0
SELECT,orders,8602,failed,2026-03-27 17:38:39.189538,1
UPDATE,payments,7197,failed,2026-03-29 07:40:39.189538,1
EXPORT,payments,4855,success,2026-03-29 08:19:39.189538,1
INSERT,payments,6071,success,2026-03-28 07:49:39.189538,0
EXPORT,orders,178,failed,2026-03-30 05:20:39.189538,0
DELETE,users,7680,failed,2026-03-24 08:12:39.189538,1
EXPORT,users,616,success,2026-03-23 22:02:39.189538,0
DELETE,users,2068,failed,2026-03-27 15:26:39.189538,1
DELETE,orders,8482,success,2026-03-30 08:59:39.189538,0
DELETE,orders,3816,success,2026-03-26 22:33:39.189538,0
SELECT,users,3660,success,2026-03-27 20:48:39.189538,0
INSERT,payments,5623,success,2026-03-30 02:53:39.189538,0
SELECT,users,1067,success,2026-03-29 16:27:39.189538,0
EXPORT,orders,3532,success,2026-03-28 08:37:39.189538,1
EXPORT,orders,4969,failed,2026-03-26 00:26:39.189538,1
EXPORT,payments,2526,failed,2026-03-27 17:16:39.189538,1
SELECT,users,7068,failed,2026-03-25 10:08:39.189538,1
DELETE,payments,2765,success,2026-03-25 12:18:39.189538,0
EXPORT,payments,8312,failed,2026-03-25 10:09:39.189538,1
EXPORT,logs,2898,success,2026-03-27 06:06:39.189538,1
DELETE,users,552,success,2026-03-28 05:36:39.189538,1
INSERT,payments,9160,failed,2026-03-30 09:28:39.189538,1
UPDATE,logs,9213,success,2026-03-28 21:36:39.189538,0
INSERT,users,6233,failed,2026-03-28 02:49:39.189538,1
EXPORT,orders,5937,success,2026-03-27 01:39:39.189538,1
DELETE,logs,4058,failed,2026-03-27 17:19:39.189538,0
EXPORT,users,9483,failed,2026-03-29 09:13:39.189538,1
DELETE,logs,8717,failed,2026-03-24 12:22:39.189538,1
UPDATE,orders,7793,failed,2026-03-30 16:04:39.190538,1
INSERT,logs,7917,success,2026-03-29 04:29:39.190538,0
INSERT,payments,8655,failed,2026-03-28 17:04:39.190538,1
SELECT,logs,9250,success,2026-03-24 21:16:39.190538,0
DELETE,logs,4780,failed,2026-03-23 22:46:39.190538,0
UPDATE,logs,2599,success,2026-03-28 08:08:39.190538,0
UPDATE,logs,3704,success,2026-03-25 19:18:39.190538,0
UPDATE,logs,938,success,2026-03-24 11:32:39.190538,0
SELECT,users,6271,failed,2026-03-24 00:19:39.190538,1
EXPORT,orders,5098,failed,2026-03-30 00:08:39.190538,1
INSERT,orders,127,failed,2026-03-28 11:48:39.190538,0
UPDATE,orders,6656,success,2026-03-27 16:49:39.190538,0
UPDATE,logs,5407,success,2026-03-29 02:17:39.190538,0
EXPORT,payments,4005,failed,2026-03-25 14:20:39.190538,1
DELETE,users,4465,failed,2026-03-29 22:10:39.191061,1
INSERT,logs,2357,success,2026-03-24 11:48:39.191061,0
UPDATE,logs,3090,failed,2026-03-25 13:07:39.191061,0
UPDATE,logs,6390,success,2026-03-24 13:09:39.191061,0
SELECT,payments,3755,success,2026-03-24 15:38:39.191061,0
DELETE,logs,4937,success,2026-03-25 12:18:39.191061,0
SELECT,logs,9207,success,2026-03-26 16:07:39.191061,0
SELECT,payments,2558,success,2026-03-30 11:02:39.191061,0
UPDATE,payments,2669,failed,2026-03-25 20:54:39.191061,0
SELECT,logs,1761,failed,2026-03-30 05:06:39.191061,0
DELETE,logs,3286,success,2026-03-25 00:35:39.191061,0
INSERT,payments,2758,failed,2026-03-28 17:07:39.191061,0
UPDATE,users,7784,failed,2026-03-28 23:54:39.191061,1
UPDATE,orders,2885,failed,2026-03-26 11:58:39.191061,0
UPDATE,payments,2963,success,2026-03-28 14:57:39.191061,0
DELETE,logs,8661,failed,2026-03-29 06:54:39.191061,1
DELETE,logs,3442,success,2026-03-24 01:40:39.191061,0
INSERT,payments,4884,failed,2026-03-25 10:13:39.191061,0
DELETE,users,5091,success,2026-03-23 21:20:39.191061,1
UPDATE,orders,4013,failed,2026-03-28 21:08:39.191061,0
SELECT,orders,9532,failed,2026-03-30 11:27:39.191061,1
INSERT,payments,7552,success,2026-03-28 12:23:39.191061,0
EXPORT,orders,2999,success,2026-03-30 03:25:39.191061,1
SELECT,orders,5181,failed,2026-03-25 07:37:39.191061,1
DELETE,logs,1132,success,2026-03-24 13:17:39.191061,0
INSERT,logs,7147,success,2026-03-24 00:32:39.191061,0
INSERT,users,2319,failed,2026-03-27 05:05:39.191061,0
SELECT,logs,7297,success,2026-03-28 10:59:39.191061,0
EXPORT,users,3649,success,2026-03-26 19:52:39.191061,1
SELECT,logs,7091,success,2026-03-28 13:48:39.191061,0
DELETE,payments,33,failed,2026-03-27 05:41:39.191061,0
SELECT,logs,8225,success,2026-03-24 07:57:39.191061,0
SELECT,users,4965,failed,2026-03-29 18:22:39.192097,0
SELECT,users,302,success,2026-03-26 15:25:39.192097,0
UPDATE,orders,5963,failed,2026-03-30 03:42:39.192097,1
INSERT,payments,9054,failed,2026-03-24 01:35:39.192097,1
SELECT,users,762,success,2026-03-25 15:27:39.192097,0
INSERT,users,6448,success,2026-03-29 16:15:39.192097,0
DELETE,logs,8088,success,2026-03-23 23:28:39.192097,0
SELECT,orders,4745,failed,2026-03-27 09:46:39.192097,0
UPDATE,orders,1672,success,2026-03-27 22:30:39.192097,0
EXPORT,orders,1455,failed,2026-03-30 02:12:39.192097,1
UPDATE,orders,9109,failed,2026-03-26 04:31:39.192097,1
DELETE,payments,8343,failed,2026-03-25 03:07:39.192097,1
EXPORT,users,8237,success,2026-03-25 05:02:39.192097,1
EXPORT,payments,5693,success,2026-03-29 07:33:39.192097,1
EXPORT,orders,3069,failed,2026-03-25 20:39:39.192097,1
EXPORT,users,3330,success,2026-03-26 23:44:39.192097,1
UPDATE,payments,1697,failed,2026-03-28 00:12:39.192097,0
DELETE,orders,1739,failed,2026-03-26 16:20:39.192097,0
INSERT,logs,7537,failed,2026-03-28 09:17:39.192097,1
UPDATE,logs,9021,success,2026-03-26 01:56:39.192097,0
DELETE,users,714,success,2026-03-27 04:46:39.192097,1
UPDATE,users,1110,failed,2026-03-28 14:02:39.192097,0
INSERT,users,1321,success,2026-03-27 13:04:39.192097,0
SELECT,payments,6924,failed,2026-03-28 06:59:39.192097,1
DELETE,payments,4587,failed,2026-03-29 12:47:39.192097,0
DELETE,logs,6969,failed,2026-03-28 00:56:39.192097,1
EXPORT,logs,4841,failed,2026-03-25 19:48:39.192097,1
UPDATE,orders,9111,success,2026-03-24 08:52:39.192097,0
EXPORT,users,8310,failed,2026-03-30 06:59:39.192097,1
DELETE,users,7944,success,2026-03-25 07:22:39.192097,1
UPDATE,logs,3253,success,2026-03-29 11:48:39.192097,0
DELETE,orders,843,failed,2026-03-25 11:52:39.192097,0
DELETE,payments,9041,failed,2026-03-25 22:46:39.193090,1
EXPORT,payments,3378,failed,2026-03-25 21:11:39.193090,1
SELECT,payments,7358,failed,2026-03-25 20:50:39.193090,1
DELETE,logs,1389,success,2026-03-25 17:10:39.193090,0
UPDATE,payments,2003,failed,2026-03-26 13:15:39.193090,0
DELETE,users,7847,success,2026-03-24 15:14:39.193090,1
UPDATE,orders,9256,success,2026-03-30 03:59:39.193090,0
UPDATE,logs,3291,success,2026-03-28 20:08:39.193090,0
UPDATE,users,9210,success,2026-03-29 22:07:39.193090,0
DELETE,users,9929,success,2026-03-26 05:09:39.193090,1
INSERT,users,2283,failed,2026-03-25 04:55:39.193090,0
INSERT,payments,6765,failed,2026-03-29 17:16:39.193090,1
SELECT,logs,2622,failed,2026-03-27 05:01:39.193090,0
SELECT,users,4240,failed,2026-03-25 04:34:39.194089,0
EXPORT,payments,8093,success,2026-03-30 04:31:39.194089,1
INSERT,payments,3500,failed,2026-03-30 10:15:39.194089,0
SELECT,users,3500,success,2026-03-29 06:21:39.195091,0
UPDATE,orders,799,success,2026-03-25 00:11:39.195091,0
DELETE,orders,6110,failed,2026-03-30 01:23:39.195091,1
SELECT,users,2679,success,2026-03-24 00:07:39.195091,0
SELECT,orders,5310,success,2026-03-29 01:04:39.195091,0
SELECT,users,4856,failed,2026-03-27 14:02:39.195091,0
EXPORT,users,1060,failed,2026-03-25 07:13:39.195091,1
SELECT,orders,762,failed,2026-03-26 02:03:39.195091,0
INSERT,logs,2703,failed,2026-03-30 02:17:39.195091,0
INSERT,users,1230,failed,2026-03-29 19:06:39.195091,0
UPDATE,payments,9347,failed,2026-03-26 15:33:39.195091,1
EXPORT,logs,5056,success,2026-03-27 18:07:39.195091,1
UPDATE,logs,4263,failed,2026-03-29 08:34:39.195091,0
SELECT,logs,1529,success,2026-03-26 21:59:39.195091,0
UPDATE,users,9871,failed,2026-03-27 19:29:39.195091,1
INSERT,payments,1792,failed,2026-03-30 13:53:39.195091,0
SELECT,users,8887,success,2026-03-30 13:56:39.195091,0
UPDATE,logs,1370,failed,2026-03-24 12:03:39.195091,0
UPDATE,orders,6652,success,2026-03-30 17:26:39.195091,0
UPDATE,payments,950,success,2026-03-29 13:20:39.195091,0
EXPORT,payments,9217,success,2026-03-27 15:22:39.195091,1
EXPORT,users,5444,success,2026-03-28 01:38:39.195091,1
EXPORT,payments,4430,failed,2026-03-24 23:53:39.195091,1
UPDATE,users,9099,success,2026-03-25 18:42:39.195091,0
SELECT,users,6469,failed,2026-03-24 09:00:39.195091,1
UPDATE,logs,8032,failed,2026-03-27 10:39:39.195091,1
UPDATE,logs,9373,success,2026-03-27 11:08:39.195091,0
SELECT,users,3113,success,2026-03-23 20:43:39.195091,0
UPDATE,orders,9972,failed,2026-03-30 07:50:39.195091,1
UPDATE,orders,3920,failed,2026-03-24 07:44:39.196087,0
SELECT,logs,6482,failed,2026-03-29 19:02:39.196087,1
DELETE,payments,541,success,2026-03-29 23:28:39.196087,0
DELETE,orders,3782,success,2026-03-25 16:12:39.196087,0
SELECT,logs,3389,success,2026-03-29 01:00:39.196087,0
SELECT,users,5329,failed,2026-03-30 16:27:39.196087,1
UPDATE,orders,6799,success,2026-03-25 21:17:39.196087,0
EXPORT,orders,7351,success,2026-03-28 11:53:39.196087,1
INSERT,orders,2088,success,2026-03-25 00:30:39.196087,0
SELECT,payments,9465,success,2026-03-28 01:11:39.196087,0
UPDATE,payments,4381,failed,2026-03-30 06:04:39.196087,0
EXPORT,logs,7555,success,2026-03-29 03:37:39.196087,1
SELECT,orders,1602,success,2026-03-30 07:20:39.196087,0
DELETE,payments,6586,failed,2026-03-29 23:20:39.196087,1
INSERT,orders,918,success,2026-03-27 10:06:39.196087,0
SELECT,users,5131,success,2026-03-30 13:01:39.196087,0
EXPORT,orders,6187,success,2026-03-29 15:01:39.196087,1
INSERT,orders,1976,failed,2026-03-26 20:10:39.197080,0
SELECT,payments,1981,success,2026-03-29 08:51:39.197080,0
DELETE,orders,9217,success,2026-03-26 09:06:39.197080,0
UPDATE,users,4266,success,2026-03-27 03:15:39.197080,0
SELECT,logs,6023,failed,2026-03-28 20:27:39.197080,1
DELETE,users,5940,success,2026-03-24 08:59:39.197080,1
INSERT,orders,7563,failed,2026-03-28 06:41:39.197080,1
EXPORT,users,5722,failed,2026-03-24 11:37:39.197080,1
DELETE,logs,8164,failed,2026-03-28 08:28:39.197080,1
SELECT,users,8088,success,2026-03-28 12:39:39.197080,0
UPDATE,logs,4239,failed,2026-03-28 01:27:39.197080,0
DELETE,orders,932,success,2026-03-30 02:11:39.197080,0
INSERT,payments,8037,success,2026-03-30 11:42:39.197080,0
UPDATE,payments,4814,success,2026-03-25 13:02:39.197588,0
INSERT,users,4243,success,2026-03-26 17:23:39.197588,0
EXPORT,logs,6572,failed,2026-03-26 23:47:39.197588,1
INSERT,logs,4922,failed,2026-03-27 04:14:39.197588,0
SELECT,orders,1089,failed,2026-03-26 13:49:39.197588,0
UPDATE,users,9914,success,2026-03-29 14:21:39.197588,0
INSERT,logs,2114,success,2026-03-28 13:45:39.197588,0
INSERT,logs,517,failed,2026-03-28 01:34:39.197588,0
SELECT,logs,8069,failed,2026-03-29 20:21:39.197588,1
INSERT,payments,1631,success,2026-03-24 03:13:39.197588,0
UPDATE,logs,9862,failed,2026-03-24 17:35:39.197588,1
DELETE,orders,28,success,2026-03-27 00:12:39.197588,0
SELECT,users,9283,success,2026-03-26 15:13:39.197588,0
SELECT,logs,8675,failed,2026-03-29 19:23:39.197588,1
UPDATE,orders,1162,success,2026-03-29 14:12:39.197588,0
DELETE,logs,1830,success,2026-03-30 15:06:39.197588,0
SELECT,users,2046,success,2026-03-30 07:55:39.197588,0
INSERT,users,6061,success,2026-03-29 03:42:39.197588,0
SELECT,users,8113,success,2026-03-25 21:55:39.197588,0
EXPORT,payments,4276,success,2026-03-30 07:50:39.197588,1
UPDATE,users,6600,failed,2026-03-28 11:33:39.197588,1
EXPORT,users,3101,success,2026-03-26 09:17:39.197588,1
INSERT,payments,7039,success,2026-03-24 21:49:39.197588,0
SELECT,logs,7342,failed,2026-03-30 13:36:39.197588,1
INSERT,users,6542,success,2026-03-26 10:32:39.197588,0
UPDATE,logs,2187,success,2026-03-24 07:05:39.197588,0
EXPORT,logs,7581,success,2026-03-29 16:52:39.197588,1
EXPORT,payments,770,success,2026-03-26 10:29:39.198988,0
DELETE,orders,7985,success,2026-03-23 22:10:39.198988,0
UPDATE,logs,4278,success,2026-03-29 10:46:39.198988,0
UPDATE,payments,3269,success,2026-03-25 18:56:39.198988,0
EXPORT,users,6987,failed,2026-03-30 06:14:39.198988,1
DELETE,orders,8400,failed,2026-03-26 18:46:39.198988,1
DELETE,payments,5596,failed,2026-03-30 02:57:39.198988,1
UPDATE,payments,9691,success,2026-03-24 11:30:39.198988,0
DELETE,orders,8636,success,2026-03-27 08:56:39.198988,0
DELETE,orders,5023,failed,2026-03-25 03:19:39.198988,1
INSERT,orders,449,success,2026-03-24 13:19:39.198988,0
DELETE,payments,4341,failed,2026-03-27 22:54:39.198988,0
EXPORT,payments,9571,failed,2026-03-29 00:24:39.198988,1
EXPORT,orders,1281,failed,2026-03-24 07:56:39.198988,1
INSERT,orders,6225,success,2026-03-28 19:50:39.198988,0
INSERT,users,9274,failed,2026-03-30 12:42:39.198988,1
INSERT,users,2501,success,2026-03-27 19:22:39.198988,0
SELECT,orders,3129,failed,2026-03-28 09:17:39.198988,0
INSERT,payments,2788,failed,2026-03-25 18:14:39.198988,0
EXPORT,logs,6440,success,2026-03-25 06:06:39.198988,1
UPDATE,orders,8281,success,2026-03-28 09:17:39.198988,0
DELETE,payments,2081,success,2026-03-27 03:27:39.198988,0
SELECT,users,9965,failed,2026-03-29 07:09:39.198988,1
INSERT,users,2650,failed,2026-03-27 00:13:39.198988,0
INSERT,users,7641,success,2026-03-26 02:07:39.198988,0
EXPORT,payments,9235,failed,2026-03-27 19:53:39.198988,1
SELECT,orders,1788,success,2026-03-26 09:11:39.198988,0
UPDATE,payments,1710,success,2026-03-26 10:22:39.198988,0
EXPORT,orders,3953,success,2026-03-30 01:57:39.198988,1
INSERT,payments,438,failed,2026-03-24 17:54:39.198988,0
UPDATE,logs,2578,failed,2026-03-30 14:37:39.198988,0
EXPORT,users,9023,failed,2026-03-30 17:29:39.198988,1
SELECT,users,9340,failed,2026-03-30 12:38:39.200005,1
SELECT,logs,6431,success,2026-03-26 14:09:39.200005,0
EXPORT,payments,1458,success,2026-03-24 21:30:39.200005,1
SELECT,orders,1570,failed,2026-03-25 11:11:39.200005,0
DELETE,orders,8118,success,2026-03-30 18:42:39.200005,0
UPDATE,payments,2923,success,2026-03-27 08:17:39.200005,0
UPDATE,payments,8331,failed,2026-03-27 07:33:39.200005,1
EXPORT,orders,3670,success,2026-03-27 08:57:39.200005,1
EXPORT,logs,3829,failed,2026-03-25 04:25:39.200005,1
DELETE,logs,7323,failed,2026-03-30 11:30:39.200005,1
INSERT,orders,2510,failed,2026-03-27 14:10:39.200005,0
UPDATE,payments,3506,failed,2026-03-30 04:43:39.200005,0
SELECT,logs,612,success,2026-03-27 20:28:39.200005,0
UPDATE,payments,2136,success,2026-03-28 19:17:39.200005,0
DELETE,orders,7038,failed,2026-03-30 10:20:39.200005,1
DELETE,orders,2356,failed,2026-03-27 15:43:39.200005,0
EXPORT,orders,8073,failed,2026-03-30 08:53:39.200005,1
DELETE,users,2550,failed,2026-03-28 09:01:39.200005,1
INSERT,orders,8721,success,2026-03-29 21:10:39.200005,0
EXPORT,users,287,success,2026-03-26 18:25:39.200005,0
UPDATE,logs,5189,failed,2026-03-29 20:54:39.200005,1
SELECT,orders,1174,failed,2026-03-30 16:14:39.200005,0
DELETE,logs,5185,success,2026-03-26 20:33:39.200005,0
DELETE,logs,7207,success,2026-03-28 06:34:39.201057,0
DELETE,orders,4953,failed,2026-03-25 21:44:39.201057,0
DELETE,users,2546,failed,2026-03-29 05:24:39.201057,1
DELETE,orders,8215,success,2026-03-30 16:59:39.201057,0
EXPORT,logs,1956,failed,2026-03-29 16:22:39.201057,1
INSERT,users,7833,failed,2026-03-30 11:10:39.202092,1
UPDATE,orders,3370,failed,2026-03-29 06:11:39.202092,0
INSERT,payments,9899,success,2026-03-28 07:55:39.202092,0
INSERT,orders,7440,success,2026-03-27 04:58:39.202092,0
DELETE,orders,8081,failed,2026-03-30 01:21:39.202092,1
EXPORT,logs,3990,success,2026-03-28 21:54:39.202092,1
UPDATE,users,5266,failed,2026-03-26 21:20:39.202092,1
SELECT,payments,9900,success,2026-03-25 20:24:39.202092,0
SELECT,payments,4424,failed,2026-03-25 08:33:39.202092,0
UPDATE,users,1934,failed,2026-03-25 15:13:39.202092,0
DELETE,logs,2068,success,2026-03-30 09:33:39.202092,0
INSERT,logs,8767,failed,2026-03-26 10:12:39.203091,1
SELECT,logs,5386,failed,2026-03-28 15:48:39.203091,1
DELETE,users,7500,success,2026-03-28 11:11:39.203091,1
UPDATE,users,506,success,2026-03-28 21:42:39.203091,0
EXPORT,payments,9551,success,2026-03-27 15:52:39.203091,1
UPDATE,orders,3298,success,2026-03-28 17:09:39.203091,0
SELECT,logs,347,failed,2026-03-26 07:57:39.203091,0
INSERT,payments,4050,failed,2026-03-25 00:44:39.203091,0
INSERT,orders,874,success,2026-03-27 04:31:39.203091,0
INSERT,orders,8512,failed,2026-03-27 22:26:39.203091,1
EXPORT,users,9433,success,2026-03-29 16:25:39.203091,1
DELETE,orders,3914,failed,2026-03-30 01:44:39.203091,0
EXPORT,logs,9874,success,2026-03-26 15:05:39.203091,1
UPDATE,orders,1966,success,2026-03-27 16:06:39.203091,0
DELETE,payments,907,failed,2026-03-29 05:51:39.203091,0
EXPORT,payments,6411,success,2026-03-28 00:59:39.203091,1
UPDATE,orders,1555,failed,2026-03-26 17:53:39.203091,0
EXPORT,logs,2403,success,2026-03-23 20:30:39.203091,1
UPDATE,users,4141,failed,2026-03-25 07:45:39.203091,0
DELETE,orders,2664,success,2026-03-27 15:48:39.203091,0
SELECT,orders,738,success,2026-03-26 01:43:39.203091,0
DELETE,payments,7493,success,2026-03-27 13:30:39.203091,0
INSERT,orders,4625,success,2026-03-28 09:02:39.203091,0
SELECT,users,5275,failed,2026-03-26 08:44:39.203091,1
UPDATE,payments,8557,success,2026-03-30 16:03:39.203091,0
INSERT,payments,6146,failed,2026-03-27 12:40:39.203091,1
EXPORT,payments,2266,success,2026-03-29 14:42:39.204088,1
UPDATE,orders,1276,success,2026-03-30 17:37:39.204088,0
UPDATE,orders,5467,success,2026-03-30 04:28:39.204088,0
EXPORT,logs,552,success,2026-03-30 07:05:39.204088,0
SELECT,users,6304,failed,2026-03-28 16:02:39.204088,1
EXPORT,logs,2945,failed,2026-03-25 23:45:39.204088,1
DELETE,logs,2908,failed,2026-03-30 09:44:39.204088,0
UPDATE,users,4289,success,2026-03-29 20:23:39.204088,0
EXPORT,orders,6222,failed,2026-03-26 16:23:39.204088,1
SELECT,logs,9418,failed,2026-03-30 10:49:39.204088,1
EXPORT,orders,715,success,2026-03-30 18:17:39.204088,0
INSERT,logs,2927,failed,2026-03-25 04:12:39.204088,0
INSERT,users,5481,success,2026-03-26 03:49:39.204088,0
UPDATE,users,5837,failed,2026-03-25 01:37:39.204088,1
INSERT,users,9323,success,2026-03-30 08:54:39.204088,0
SELECT,payments,8415,failed,2026-03-24 18:40:39.204088,1
INSERT,logs,8406,failed,2026-03-28 17:39:39.204088,1
INSERT,orders,3700,failed,2026-03-26 10:04:39.204088,0
INSERT,payments,9384,failed,2026-03-28 08:08:39.205089,1
INSERT,logs,1268,failed,2026-03-29 18:36:39.205089,0
DELETE,logs,1110,success,2026-03-24 20:49:39.205089,0
UPDATE,payments,8838,failed,2026-03-25 08:46:39.205089,1
INSERT,payments,2084,success,2026-03-25 17:51:39.205089,0
DELETE,orders,968,failed,2026-03-26 00:17:39.205089,0
SELECT,logs,7790,success,2026-03-28 07:01:39.205089,0
INSERT,payments,4424,failed,2026-03-25 19:53:39.205089,0
DELETE,users,3324,success,2026-03-28 23:42:39.205089,1
EXPORT,logs,8582,failed,2026-03-27 14:09:39.205089,1
UPDATE,payments,4594,success,2026-03-28 21:04:39.205089,0
INSERT,orders,8500,failed,2026-03-30 05:13:39.205089,1
INSERT,payments,256,success,2026-03-29 01:38:39.205089,0
EXPORT,payments,2953,failed,2026-03-26 11:26:39.205089,1
UPDATE,orders,4636,success,2026-03-26 02:00:39.205089,0
INSERT,orders,7900,success,2026-03-26 05:01:39.205089,0
UPDATE,logs,3091,failed,2026-03-26 05:31:39.205089,0
DELETE,orders,4610,success,2026-03-24 22:45:39.205089,0
UPDATE,payments,8567,success,2026-03-29 22:59:39.205089,0
EXPORT,orders,5737,success,2026-03-29 14:26:39.205089,1
UPDATE,orders,6837,failed,2026-03-27 08:10:39.205089,1
INSERT,payments,4459,failed,2026-03-25 08:18:39.205089,0
UPDATE,payments,4564,success,2026-03-29 21:05:39.205089,0
INSERT,users,6397,success,2026-03-28 00:11:39.205089,0
UPDATE,orders,6869,success,2026-03-24 19:01:39.205089,0
EXPORT,users,7658,success,2026-03-25 03:17:39.205089,1
SELECT,orders,170,failed,2026-03-29 07:53:39.205089,0
INSERT,payments,2369,success,2026-03-29 18:48:39.205089,0
INSERT,users,6393,success,2026-03-25 00:20:39.205089,0
UPDATE,logs,5134,failed,2026-03-26 04:05:39.205089,1
UPDATE,users,7237,success,2026-03-25 22:52:39.206086,0
EXPORT,orders,6209,success,2026-03-25 06:06:39.206086,1
DELETE,orders,4824,success,2026-03-26 23:12:39.206086,0
INSERT,payments,9926,success,2026-03-26 05:08:39.206086,0
INSERT,orders,2489,failed,2026-03-29 23:49:39.206086,0
EXPORT,users,6180,success,2026-03-29 23:03:39.206086,1
UPDATE,logs,6830,success,2026-03-29 18:36:39.206086,0
EXPORT,orders,5639,success,2026-03-27 10:53:39.206086,1
UPDATE,logs,8456,failed,2026-03-24 12:35:39.206086,1
INSERT,users,2634,success,2026-03-28 00:37:39.206086,0
DELETE,logs,6649,failed,2026-03-27 21:20:39.206086,1
UPDATE,users,5014,success,2026-03-24 05:28:39.206086,0
UPDATE,users,2886,failed,2026-03-26 07:57:39.206086,0
EXPORT,logs,8553,success,2026-03-29 00:58:39.206086,1
SELECT,logs,9668,failed,2026-03-26 09:45:39.206086,1
